# command: ./latency-many-threads --target remote --requesters 1 --chasers 8 --reps 11 --steps 16384
# gpu: NVIDIA GB10
# compute_capability: 12.1
# sm_count: 48
# l2_bytes: 25165824
# sm_clock_max_khz: 2418000
# driver_version: 13000
# runtime_version: 13000
# seed: 42
# reps: 11
# steps: 16384
# warmup: 1
# buffer_elems: 4096
# stride_bytes: 0
# cycle_length: 4096
# chasers: 8
# requesters: 1
# target: remote
# bank_aligned: 1
# warps_per_requester: 1
benchmark,cluster_size,distance,mapped,block_size,steps,buffer_bytes,stride_bytes,seed,rep,cycles,ns,cycles_per_load,ns_per_load,ghz,chasers,warp
dsmem_loaded,2,0,1,32,16384,0,0,42,0,4569978,1900352,278.9293,115.9883,2.4048,8,0
dsmem_loaded,2,0,1,32,16384,0,0,42,1,4569978,1900416,278.9293,115.9922,2.4047,8,0
dsmem_loaded,2,0,1,32,16384,0,0,42,2,4569978,1900320,278.9293,115.9863,2.4048,8,0
dsmem_loaded,2,0,1,32,16384,0,0,42,3,4569978,1900320,278.9293,115.9863,2.4048,8,0
dsmem_loaded,2,0,1,32,16384,0,0,42,4,4569978,1900320,278.9293,115.9863,2.4048,8,0
dsmem_loaded,2,0,1,32,16384,0,0,42,5,4569978,1900288,278.9293,115.9844,2.4049,8,0
dsmem_loaded,2,0,1,32,16384,0,0,42,6,4569978,1900320,278.9293,115.9863,2.4048,8,0
dsmem_loaded,2,0,1,32,16384,0,0,42,7,4569978,1900320,278.9293,115.9863,2.4048,8,0
dsmem_loaded,2,0,1,32,16384,0,0,42,8,4569978,1900320,278.9293,115.9863,2.4048,8,0
dsmem_loaded,2,0,1,32,16384,0,0,42,9,4569978,1900320,278.9293,115.9863,2.4048,8,0
dsmem_loaded,2,0,1,32,16384,0,0,42,10,4569978,1900288,278.9293,115.9844,2.4049,8,0
